Date,Place,Title,Price,Sold,S/H,Comm.,Ship,Net,Notes
14-Aug-10,Bloomfield Hills P.L.,A Brief History of Time,$1.00 ,,,,,($1.00),Older paperback 
14-Aug-10,Bloomfield Hills P.L.,Isaac’s Storm,$1.00 ,$6.43 ,$5.20 ,$0.96 ,$3.72 ,$5.95 ,
14-Aug-10,Bloomfield Hills P.L.,The Symposium - Plato,$1.00 ,$3.18 ,$2.64 ,$0.48 ,$1.90 ,$2.44 ,
14-Aug-10,Bloomfield Hills P.L.,The Odyssey,$1.00 ,$0.75 ,$2.64 ,$0.11 ,$2.38 ,($0.10),
14-Aug-10,Bloomfield Hills P.L.,The First days of school,$1.00 ,$5.99 ,$2.64 ,$0.90 ,$3.16 ,$3.57 ,Older paperback 
14-Aug-10,Bloomfield Hills P.L.,Into Thin Air,$2.00 ,$2.44 ,$3.07 ,$0.37 ,$2.77 ,$0.37 ,Hardcover
14-Aug-10,Bloomfield Hills P.L.,Love in the time of Cholera,$2.00 ,,,,,($2.00),Penguin edition
14-Aug-10,Bloomfield Hills P.L.,The Measure of a Man,$2.00 ,$0.75 ,$2.64 ,$0.11 ,$2.38 ,($1.10),
14-Aug-10,Bloomfield Hills P.L.,Into the Wild,$2.00 ,$6.85 ,$2.64 ,$1.03 ,$2.24 ,$4.22 ,
14-Aug-10,Bloomfield Hills P.L.,How the Irish Saved Civilization,$2.00 ,$3.24 ,$2.64 ,$0.49 ,$2.38 ,$1.01 ,
14-Aug-10,Bloomfield Hills P.L.,The Devil in the White City,$2.00 ,,,,,($2.00),
14-Aug-10,Bloomfield Hills P.L.,Dreams from my Father,$2.00 ,$3.99 ,$2.64 ,$0.60 ,$2.38 ,$1.65 ,
14-Aug-10,Bloomfield Hills P.L.,A Brief History of Time,$2.00 ,$8.99 ,$2.64 ,$1.35 ,$2.38 ,$5.90 ,Newer Paperback
14-Aug-10,Bloomfield Hills P.L.,"Godel, Escher, Bach",$2.00 ,,,,,($2.00),Older Paperback 
14-Aug-10,Bloomfield Hills P.L.,The Bean Trees,$2.00 ,$2.99 ,$2.64 ,$0.45 ,$2.38 ,$0.80 ,
14-Aug-10,Bloomfield Hills P.L.,Brave New World,$2.00 ,$4.99 ,$2.64 ,$0.75 ,$2.38 ,$2.50 ,
14-Aug-10,Bloomfield Hills P.L.,Bastard out of Carolina,$2.00 ,$3.19 ,$2.64 ,$0.48 ,$2.38 ,$0.97 ,
14-Aug-10,Bloomfield Hills P.L.,Death of a Salesman,$2.00 ,$4.95 ,$2.64 ,$0.74 ,$1.90 ,$2.95 ,
14-Aug-10,Bloomfield Hills P.L.,Death of a Salesman,$2.00 ,$3.07 ,$2.64 ,$0.46 ,$1.90 ,$1.35 ,
14-Aug-10,Bloomfield Hills P.L.,Lolita,$2.00 ,$4.49 ,$2.64 ,$0.67 ,$2.38 ,$2.08 ,
14-Aug-10,Bloomfield Hills P.L.,Water for Elephants,$2.00 ,$3.99 ,$2.64 ,$0.60 ,$2.38 ,$1.65 ,
,,,$44.00 ,$90.70 ,$58.43 ,$13.61 ,$50.12 ,$41.40 ,B.H.P.L friends membership expires next month
18-Aug-10,Commerce P.L.,The Last Samurai,$0.33 ,,,,,($0.33),
18-Aug-10,Commerce P.L.,The god of small things,$0.33 ,,,,,($0.33),
18-Aug-10,Commerce P.L.,The Street,$0.33 ,$3.99 ,$2.64 ,$0.60 ,$2.77 ,$2.93 ,
18-Aug-10,Commerce P.L.,East of the Mountains,$0.33 ,,,,,($0.33),
18-Aug-10,Commerce P.L.,Finger Lickin' Fifteen,$0.33 ,$2.99 ,$2.64 ,$0.45 ,$2.24 ,$2.61 ,
18-Aug-10,Commerce P.L.,Plum Spooky,$0.33 ,$0.75 ,$2.64 ,$0.11 ,$2.24 ,$0.71 ,
,,,$2.00 ,$7.73 ,$7.92 ,$1.16 ,$7.25 ,$5.24 ,
19-Aug-10,Garage Sale,Slaughterhouse-Five,$0.25 ,$1.99 ,$2.64 ,$0.30 ,$1.90 ,$2.18 ,Pocket sized Paperback
19-Aug-10,Garage Sale,One Flew Over the Cuckoo's Nest,$0.50 ,$2.95 ,$1.92 ,$0.44 ,$1.19 ,$2.74 ,Sold with A Clockwork Orange
19-Aug-10,Garage Sale,Brave New World,$0.25 ,,,,,($0.25),Older paperback 
19-Aug-10,Garage Sale,Farenheit 451,$0.25 ,$3.29 ,$2.64 ,$0.49 ,$1.73 ,$3.46 ,Older paperback 
19-Aug-10,Garage Sale,Mastering Microwave Cooking,$0.29 ,,,,,($0.29),Not Listed yet. Submitted Catalog addition.
19-Aug-10,Garage Sale,X-Files: #4 Squeeze,$0.29 ,,,,,($0.29),
19-Aug-10,Garage Sale,X-files: #2 Darkness Falls,$0.29 ,,,,,($0.29),
19-Aug-10,Garage Sale,"X-Files: #3 Tiger, Tiger",$0.29 ,,,,,($0.29),
19-Aug-10,Garage Sale,The Wonderful Story of Henry Sugar,$0.29 ,,,,,($0.29),
19-Aug-10,Garage Sale,Number the Stars,$0.29 ,$2.59 ,$2.64 ,$0.39 ,$1.90 ,$2.65 ,
19-Aug-10,Garage Sale,Harry Potter and the Sorcerer’s Stone,$0.29 ,$1.24 ,$1.92 ,$0.19 ,$1.19 ,$1.49 ,Sold with Sideways Stories From Wayside School
19-Aug-10,Garage Sale,Thus Spoke Zarathustra,$0.50 ,$4.99 ,$2.64 ,$0.75 ,$2.38 ,$4.00 ,
19-Aug-10,Garage Sale,"Children of Israel, Children of Palestine",$0.50 ,,,,,($0.50),
19-Aug-10,Garage Sale,The Art of Israeli Cooking,$0.50 ,,,,,($0.50),
19-Aug-10,Garage Sale,The Periodic Table,$0.50 ,$3.44 ,$2.64 ,$0.52 ,$2.38 ,$2.68 ,
19-Aug-10,Garage Sale,I Know why the caged bird Sings,$0.50 ,$1.95 ,$2.64 ,$0.29 ,$1.90 ,$1.90 ,
19-Aug-10,Garage Sale,Castaways,$0.50 ,$5.99 ,$2.64 ,$0.90 ,$2.38 ,$4.85 ,
19-Aug-10,Garage Sale,Where the Wild Things Are,$1.50 ,$4.49 ,$2.64 ,$0.67 ,$2.38 ,$2.58 ,Paperback
19-Aug-10,Garage Sale,A Clockwork Orange,$1.50 ,$4.49 ,$1.92 ,$0.67 ,$1.19 ,$3.05 ,Sold with one flew over the cuckoo nest
19-Aug-10,Garage Sale,The Stranger,$1.50 ,$2.68 ,$2.64 ,$0.40 ,$2.38 ,$1.04 ,
19-Aug-10,Garage Sale,The Invention of Hugo Cabret,$1.50 ,$9.99 ,$3.07 ,$1.50 ,$3.16 ,$6.90 ,
19-Aug-10,Salvation Army Walled Lake,The Plot against America,$0.20 ,$0.75 ,$3.07 ,$0.11 ,$2.77 ,$0.74 ,Hardcover
19-Aug-10,Salvation Army Walled Lake,The Lovely Bones,$0.20 ,$2.49 ,$3.07 ,$0.37 ,$2.77 ,$2.22 ,Hardcover
19-Aug-10,Salvation Army Walled Lake,Guerrilla Advertising,$0.20 ,,,,,($0.20),
19-Aug-10,Salvation Army Walled Lake,The 7 habits of highly effective teens,$0.20 ,$0.88 ,$2.64 ,$0.13 ,$2.07 ,$1.12 ,
19-Aug-10,Salvation Army Walled Lake,The Mission Song,$0.20 ,,,,,($0.20),
19-Aug-10,Salvation Army Walled Lake,Stories for A Teen’s Heart,$0.20 ,,,,,($0.20),
19-Aug-10,Salvation Army Walled Lake,Portuguese Irregular Verbs,$0.20 ,$1.49 ,$2.64 ,$0.22 ,$2.07 ,$1.64 ,
19-Aug-10,Salvation Army Walled Lake,How to Be Alone,$0.20 ,$1.48 ,$2.64 ,$0.22 ,$2.38 ,$1.32 ,
19-Aug-10,Salvation Army Walled Lake,The Force is with you,$0.20 ,,,,,($0.20),
19-Aug-10,Salvation Army Walled Lake,Letters from Rifka,$0.20 ,,,,,($0.20),
19-Aug-10,Salvation Army Walled Lake,Fingerprints: #1 Gifted Touch,$0.20 ,,,,,($0.20),
19-Aug-10,Salvation Army Walled Lake,Fearless: #8 Heat,$0.20 ,,,,,($0.20),
19-Aug-10,Salvation Army Walled Lake,Green Tea,$0.20 ,,,,,($0.20),
19-Aug-10,Salvation Army Walled Lake,Journey to Ixtlan,$0.20 ,,,,,($0.20),Not Listed yet. Submitted Catalog addition.
19-Aug-10,Salvation Army Walled Lake,Questioning the Millennium,$0.20 ,,,,,($0.20),
,,,$15.23 ,$57.17 ,$46.65 ,$8.56 ,$38.12 ,$41.91 ,
1-Sep-10,Salvation Army White Lake,Perv - a love story,$0.38 ,,,,,($0.38),
1-Sep-10,Salvation Army White Lake,Into the Wild,$0.38 ,$6.45 ,$2.64 ,$0.97 ,$2.24 ,$5.50 ,
1-Sep-10,Salvation Army White Lake,Recondo: LRRPs in the 101st Airborne,$0.38 ,,,,,($0.38),
1-Sep-10,Salvation Army White Lake,The Five People You Meet in Heaven,$0.38 ,$1.49 ,$3.07 ,$0.22 ,$2.38 ,$1.58 ,
1-Sep-10,Salvation Army White Lake,Dear American Airlines,$0.38 ,,,,,($0.38),
1-Sep-10,Salvation Army White Lake,Little Children,$0.38 ,,,,,($0.38),
1-Sep-10,Salvation Army White Lake,Pilates Plus Method,$0.38 ,,,,,($0.38),
1-Sep-10,Books Ang gave me,The Brethren,$0.00 ,,,,,$0.00 ,
1-Sep-10,Books Ang gave me,The Firm,$0.00 ,,,,,$0.00 ,
1-Sep-10,Books Ang gave me,The Runaway Jury,$0.00 ,,,,,$0.00 ,
1-Sep-10,Books Ang gave me,Getting Started,$0.00 ,$0.99 ,$2.64 ,$0.15 ,$2.38 ,$1.10 ,
1-Sep-10,Books Ang gave me,Getting Started,$0.00 ,$0.84 ,$2.64 ,$0.13 ,$2.38 ,$0.97 ,
1-Sep-10,Books Ang gave me,Rainmaker,$0.00 ,,,,,$0.00 ,
1-Sep-10,Books Ang gave me,The Partner,$0.00 ,$0.75 ,$3.07 ,$0.11 ,$2.77 ,$0.94 ,Hardcover
1-Sep-10,Books Ang gave me,The Summons,$0.00 ,,,,,$0.00 ,
1-Sep-10,Books Ang gave me,The Innocent Man,$0.00 ,$1.23 ,$3.07 ,$0.18 ,$2.77 ,$1.35 ,
,,,$2.63 ,$11.75 ,$17.13 ,$1.76 ,$14.92 ,$9.57 ,
2-Sep-10,White Lake P.L.,The College Writer 2nd Edition,$0.25 ,,,,,($0.25),
2-Sep-10,White Lake P.L.,Man About Town,$0.25 ,,,,,($0.25),
2-Sep-10,White Lake P.L.,After This,$0.25 ,,,,,($0.25),
2-Sep-10,White Lake P.L.,Those Who Save Us,$0.25 ,$2.35 ,$2.64 ,$0.35 ,$2.77 ,$1.62 ,
,,,$1.00 ,$2.35 ,$2.64 ,$0.35 ,$2.77 ,$0.87 ,
21-Sep-10,Salvation Army White Lake,The Rule of Four,$0.27 ,,,,,($0.27),
21-Sep-10,Salvation Army White Lake,Lewi’s Journey,$0.27 ,,,,,($0.27),
21-Sep-10,Salvation Army White Lake,Lewi’s Journey,$0.27 ,,,,,($0.27),
21-Sep-10,Salvation Army White Lake,The Means of Reproduction,$0.27 ,$2.95 ,$3.07 ,$0.44 ,$2.77 ,$2.55 ,
21-Sep-10,Salvation Army White Lake,How to be Idle,$0.27 ,,,,,($0.27),
21-Sep-10,Salvation Army White Lake,Miracle’s Boys,$0.27 ,,,,,($0.27),
21-Sep-10,Salvation Army White Lake,Letting Go,$0.27 ,,,,,($0.27),
21-Sep-10,Salvation Army White Lake,Oficio de tinieblas,$0.27 ,,,,,($0.27),
21-Sep-10,Salvation Army White Lake,The Last Days of Socrates,$0.27 ,$0.99 ,$3.07 ,$0.15 ,$2.24 ,$1.41 ,
21-Sep-10,Salvation Army White Lake,Loop Group,$0.27 ,,,,,($0.27),
21-Sep-10,Salvation Army White Lake,Ordinary People,$0.27 ,$0.75 ,$5.20 ,$0.11 ,$3.21 ,$2.37 ,
21-Sep-10,Salvation Army White Lake,Educating Esme,$0.27 ,$1.99 ,$2.64 ,$0.30 ,$2.41 ,$1.66 ,
21-Sep-10,Salvation Army White Lake,The Return of Merlin,$0.27 ,,,,,($0.27),
21-Sep-10,Salvation Army White Lake,Masterpiece in Progress,$0.27 ,,,,,($0.27),
21-Sep-10,Salvation Army White Lake,Mine all Mine,$0.27 ,,,,,($0.27),
21-Sep-10,Salvation Army White Lake,Calm my anxious heart,$0.27 ,$7.99 ,$5.20 ,$1.20 ,$3.89 ,$7.84 ,
21-Sep-10,Salvation Army White Lake,Telling Moments,$0.27 ,,,,,($0.27),
21-Sep-10,Salvation Army White Lake,An unfinished life,$0.27 ,,,,,($0.27),
21-Sep-10,Salvation Army White Lake,"England, England",$0.27 ,,,,,($0.27),
21-Sep-10,Salvation Army White Lake,The Bell,$0.27 ,,,,,($0.27),
21-Sep-10,Salvation Army White Lake,The Champion,$0.27 ,,,,,($0.27),
21-Sep-10,Salvation Army White Lake,The Sparks Fly Upward,$0.27 ,,,,,($0.27),
21-Sep-10,Salvation Army White Lake,The Beast,$0.27 ,,,,,($0.27),
21-Sep-10,Salvation Army White Lake,The Dashwood Sisters’ Secrets of Love,$0.27 ,,,,,($0.27),
21-Sep-10,Salvation Army White Lake,A son of the Circus,$0.27 ,,,,,($0.27),
21-Sep-10,Salvation Army White Lake,The Last Juror,$0.27 ,,,,,($0.27),
21-Sep-10,Salvation Army White Lake,Rosshalde,$0.27 ,,,,,($0.27),
21-Sep-10,Salvation Army White Lake,Arrival and Departure,$0.27 ,,,,,($0.27),
,,,$7.42 ,$14.67 ,$19.18 ,$2.20 ,$14.52 ,$9.71 ,
23-Sep-10,Commerce P.L.,Perfect Sax,$0.50 ,,,,,($0.50),
23-Sep-10,Commerce P.L.,The Asbestos Racket,$0.50 ,,,,,($0.50),
23-Sep-10,Commerce P.L.,Songs of the Humpback Whale,$0.50 ,,,,,($0.50),
23-Sep-10,Commerce P.L.,Vision in white,$0.50 ,$1.99 ,$2.64 ,$0.30 ,$2.38 ,$1.45 ,
23-Sep-10,Commerce P.L.,Case Histories,$0.50 ,$0.75 ,$2.64 ,$0.11 ,$2.38 ,$0.40 ,
23-Sep-10,Commerce P.L.,Arabella,$0.50 ,,,,,($0.50),
23-Sep-10,Commerce P.L.,Look Again,$0.50 ,$1.99 ,$2.64 ,$0.30 ,$2.38 ,$1.45 ,
23-Sep-10,Commerce P.L.,Great Expectations,$1.00 ,,,,,($1.00),
23-Sep-10,Commerce P.L.,Miss you most of all,$0.50 ,,,,,($0.50),Not Listed yet. May 2011 expected release of paperback
23-Sep-10,Salvation Army Walled Lake,Standards for Educational Psychological Testing,$0.19 ,$49.99 ,$2.64 ,$7.50 ,$2.77 ,$42.17 ,
23-Sep-10,Salvation Army Walled Lake,The Good Fight,$0.19 ,,,,,($0.19),
23-Sep-10,Salvation Army Walled Lake,A long way gone,$0.19 ,$0.98 ,$3.07 ,$0.15 ,$2.38 ,$1.33 ,
23-Sep-10,Salvation Army Walled Lake,The Guardship,$0.19 ,,,,,($0.19),
23-Sep-10,Salvation Army Walled Lake,When the Heart Cries,$0.19 ,$0.99 ,$2.64 ,$0.15 ,$2.38 ,$0.91 ,
23-Sep-10,Salvation Army Walled Lake,Please Understand Me,$0.19 ,$0.75 ,$2.64 ,$0.11 ,$2.38 ,$0.71 ,
23-Sep-10,Salvation Army Walled Lake,Affliction,$0.19 ,,,,,($0.19),
23-Sep-10,Salvation Army Walled Lake,God’s Politics,$0.19 ,,,,,($0.19),
23-Sep-10,Salvation Army Walled Lake,Dinner at the Homesick Restaurant,$0.19 ,,,,,($0.19),
23-Sep-10,Salvation Army Walled Lake,Ideology and Education,$0.19 ,,,,,($0.19),
23-Sep-10,Salvation Army Walled Lake,Church of the Dog,$0.19 ,,,,,($0.19),
23-Sep-10,Salvation Army Walled Lake,Just as long as we’re together,$0.19 ,,,,,($0.19),
23-Sep-10,Salvation Army Walled Lake,Despereaux,$0.19 ,$0.75 ,$2.64 ,$0.11 ,$2.38 ,$0.71 ,
23-Sep-10,Salvation Army Walled Lake,Love Bites and Other Stories,$0.19 ,,,,,($0.19),
23-Sep-10,Salvation Army Walled Lake,Wolf Tower,$0.19 ,,,,,($0.19),
23-Sep-10,Salvation Army Walled Lake,The Hunt Club,$0.19 ,,,,,($0.19),
23-Sep-10,Salvation Army Walled Lake,Omerta,$0.19 ,$0.99 ,$2.64 ,$0.15 ,$2.41 ,$0.88 ,
23-Sep-10,Salvation Army Walled Lake,Lean Mean thirteen,$0.19 ,,,,,($0.19),
23-Sep-10,Salvation Army Walled Lake,A series of Unfortunate events: Book 5 The Austere Academy,$0.19 ,,,,,($0.19),
23-Sep-10,Salvation Army Walled Lake,Beach Boy,$0.19 ,,,,,($0.19),
23-Sep-10,Salvation Army Walled Lake,One Day in the Life of Ivan Denisovich,$0.19 ,,,,,($0.19),
23-Sep-10,Salvation Army Walled Lake,A Man Named Dave,$0.19 ,$0.75 ,$2.64 ,$0.11 ,$2.58 ,$0.51 ,
23-Sep-10,Salvation Army Walled Lake,The Color Purple,$0.19 ,$3.89 ,$2.64 ,$0.58 ,$2.38 ,$3.38 ,Listed Multiple times
23-Sep-10,Salvation Army Walled Lake,Tom Clancy’s Power Plays: Zero Hour,$0.19 ,,,,,($0.19),
23-Sep-10,Salvation Army Walled Lake,The Diary of a Young Girl,$0.19 ,$1.95 ,$2.64 ,$0.29 ,$2.38 ,$1.73 ,
,,,$9.71 ,$65.77 ,$32.11 ,$9.86 ,$29.18 ,$49.13 ,
24-Sep-10,White Lake P.L.,Oedipus the King,$0.57 ,,,,,($0.57),
24-Sep-10,White Lake P.L.,Two by Carrere,$0.57 ,,,,,($0.57),
24-Sep-10,White Lake P.L.,THe Hamster revolution,$0.57 ,$4.95 ,$5.20 ,$0.74 ,$2.41 ,$6.43 ,
24-Sep-10,White Lake P.L.,"The Prize Winner of Defiance, Ohio",$0.57 ,$0.75 ,$2.64 ,$0.11 ,$2.38 ,$0.33 ,
24-Sep-10,White Lake P.L.,A Million Little Pieces,$0.57 ,$0.98 ,$2.64 ,$0.15 ,$2.38 ,$0.52 ,
24-Sep-10,White Lake P.L.,The Lovely Bones,$0.57 ,$1.94 ,$3.07 ,$0.29 ,$2.77 ,$1.38 ,
24-Sep-10,White Lake P.L.,The Good Husband of Zebra Drive,$0.57 ,$0.99 ,$3.07 ,$0.15 ,$2.38 ,$0.96 ,
24-Sep-10,Salvation Army White Lake,Vampire Beach,$0.35 ,,,,,($0.35),Not listed yet
24-Sep-10,Salvation Army White Lake,Vampire Beach,$0.35 ,,,,,($0.35),Not Listed yet
24-Sep-10,Salvation Army White Lake,Tears of the Giraffe,$0.35 ,$0.75 ,$2.64 ,$0.11 ,$2.38 ,$0.55 ,
24-Sep-10,Salvation Army White Lake,The No. 1 Ladies’ Detective Agency,$0.35 ,$1.24 ,$2.64 ,$0.19 ,$2.38 ,$0.96 ,
24-Sep-10,Salvation Army White Lake,Pig Candy,$0.35 ,,,,,($0.35),
24-Sep-10,Salvation Army White Lake,Morality for Beautiful Girls,$0.35 ,$0.94 ,$1.67 ,$0.14 ,$0.92 ,$1.20 ,
24-Sep-10,Salvation Army White Lake,The Tempest Tales,$0.35 ,,,,,($0.35),
24-Sep-10,Salvation Army White Lake,The Tempest Tales,$0.35 ,,,,,($0.35),
24-Sep-10,Salvation Army White Lake,Was this man a genius?,$0.35 ,,,,,($0.35),
24-Sep-10,Salvation Army White Lake,The Seventh at St. Andrews,$0.35 ,,,,,($0.35),
24-Sep-10,Salvation Army White Lake,Bury Me Deep,$0.35 ,,,,,($0.35),
24-Sep-10,Salvation Army White Lake,The Florist’s Daughter,$0.35 ,,,,,($0.35),
24-Sep-10,Salvation Army White Lake,My Revolutions,$0.35 ,,,,,($0.35),
24-Sep-10,Salvation Army White Lake,My Revolutions,$0.35 ,,,,,($0.35),
24-Sep-10,Salvation Army White Lake,The Watercooler Effect,$0.35 ,,,,,($0.35),
24-Sep-10,Salvation Army White Lake,The Heat of the Day,$0.35 ,$3.99 ,$2.64 ,$0.60 ,$2.38 ,$3.30 ,
24-Sep-10,Salvation Army White Lake,Darkness Visible,$0.35 ,,,,,($0.35),
24-Sep-10,Salvation Army White Lake,Swimming to Antartica,$0.35 ,,,,,($0.35),
24-Sep-10,Salvation Army White Lake,Protecting the Right to Choose,$0.35 ,,,,,($0.35),
24-Sep-10,Salvation Army White Lake,The Kalahari Typing School for Men,$0.35 ,$1.16 ,$1.67 ,$0.17 ,$0.92 ,$1.39 ,
24-Sep-10,Salvation Army White Lake,Songs for the Missing,$0.35 ,,,,,($0.35),
24-Sep-10,Salvation Army White Lake,The Cross-Country Quilters,$0.35 ,,,,,($0.35),
24-Sep-10,Salvation Army White Lake,The Lightning Keeper,$0.35 ,,,,,($0.35),
24-Sep-10,Salvation Army White Lake,New Cardiff,$0.35 ,,,,,($0.35),
24-Sep-10,Salvation Army White Lake,The Sound of Water,$0.35 ,,,,,($0.35),
24-Sep-10,Salvation Army White Lake,THe Sound of Water,$0.35 ,,,,,($0.35),
24-Sep-10,Salvation Army White Lake,THe Sound of Water,$0.35 ,,,,,($0.35),
24-Sep-10,Salvation Army White Lake,The Hornet’s Nest,$0.35 ,,,,,($0.35),
24-Sep-10,Salvation Army White Lake,Grayson,$0.35 ,,,,,($0.35),
24-Sep-10,Salvation Army White Lake,My Enemy’s Cradle,$0.35 ,$0.91 ,$2.64 ,$0.14 ,$2.38 ,$0.68 ,
24-Sep-10,Salvation Army White Lake,The Secret of the Bulls ,$0.35 ,,,,,($0.35),
24-Sep-10,Salvation Army White Lake,The Cupboard of Life,$0.35 ,$1.98 ,$1.67 ,$0.30 ,$0.92 ,$2.08 ,
24-Sep-10,Salvation Army White Lake,The Good Priest’s Son,$0.35 ,,,,,($0.35),
24-Sep-10,Salvation Army White Lake,Let them In,$0.35 ,,,,,($0.35),
24-Sep-10,Salvation Army White Lake,Let them In,$0.35 ,,,,,($0.35),
24-Sep-10,Salvation Army White Lake,Let them In,$0.35 ,,,,,($0.35),
24-Sep-10,Salvation Army White Lake,The Fountain of age,$0.35 ,,,,,($0.35),
24-Sep-10,Salvation Army White Lake,The fountain of age,$0.35 ,,,,,($0.35),
,,,$17.29 ,$20.58 ,$32.20 ,$3.09 ,$24.61 ,$7.79 ,
28-Sep-10,Commerce P.L.,Perfect Skin,$0.50 ,,,,,($0.50),
28-Sep-10,Commerce P.L.,Desert Blood,$0.50 ,,,,,($0.50),
28-Sep-10,Commerce P.L.,The Egyptologist,$0.50 ,,,,,($0.50),
28-Sep-10,Commerce P.L.,The Abstinence Teacher,$0.50 ,,,,,($0.50),
28-Sep-10,Commerce P.L.,Vault Career Guide to Consulting,$0.50 ,$4.99 ,$5.20 ,$0.75 ,$3.72 ,$5.22 ,
28-Sep-10,Commerce P.L.,The Road of Lost Innocence,$0.50 ,$3.05 ,$3.07 ,$0.46 ,$2.38 ,$2.78 ,
28-Sep-10,Walled Lake P.L.,Season of the Machete,$0.50 ,$0.98 ,$2.64 ,$0.15 ,$2.24 ,$0.73 ,
28-Sep-10,Walled Lake P.L.,Anatomy of a Jury,$0.50 ,,,,,($0.50),
28-Sep-10,Walled Lake P.L.,Naked Pictures of Famous People,$0.50 ,,,,,($0.50),
28-Sep-10,Walled Lake P.L.,The Stone Diaries,$0.50 ,,,,,($0.50),
28-Sep-10,Walled Lake P.L.,The Great Gatsby,$0.50 ,,,,,($0.50),
28-Sep-10,Walled Lake P.L.,Wild at Heart,$0.50 ,$3.45 ,$2.64 ,$0.52 ,$2.38 ,$2.69 ,
28-Sep-10,Walled Lake P.L.,In the Woods,$0.50 ,$0.75 ,$2.64 ,$0.11 ,$2.38 ,$0.40 ,
28-Sep-10,Walled Lake P.L.,The Choice,$0.50 ,$1.88 ,$3.07 ,$0.28 ,$2.38 ,$1.79 ,
28-Sep-10,Walled Lake P.L.,Genograms in Family Assessment,$1.00 ,,,,,($1.00),
28-Sep-10,Walled Lake P.L.,Finger Lickin' Fifteen,$1.00 ,$2.89 ,$3.07 ,$0.43 ,$2.77 ,$1.76 ,
28-Sep-10,Walled Lake P.L.,The Historian,$1.00 ,$3.59 ,$3.07 ,$0.54 ,$3.16 ,$1.96 ,
28-Sep-10,Walled Lake P.L.,"Next Panda, Please!",$1.00 ,$1.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,Gave to Tina
28-Sep-10,Salvation Army Walled Lake,A New Song,$0.27 ,$1.28 ,$2.64 ,$0.19 ,$2.38 ,$1.08 ,
28-Sep-10,Salvation Army Walled Lake,Your Blues Ain’t Like Mine,$0.27 ,,,,,($0.27),
28-Sep-10,Salvation Army Walled Lake,About a boy,$0.27 ,,,,,($0.27),
28-Sep-10,Salvation Army Walled Lake,The Five People You Meet in Heaven,$0.27 ,$1.45 ,$3.07 ,$0.22 ,$2.38 ,$1.65 ,
28-Sep-10,Salvation Army Walled Lake,Burning the Map,$0.27 ,$0.75 ,$2.64 ,$0.11 ,$2.38 ,$0.63 ,
28-Sep-10,Salvation Army Walled Lake,Their Kingdom COme,$0.27 ,,,,,($0.27),
28-Sep-10,Salvation Army Walled Lake,Assault on Paradise,$0.27 ,,,,,($0.27),
28-Sep-10,Salvation Army Walled Lake,Beware the Solitary Drinker,$0.27 ,,,,,($0.27),
28-Sep-10,Salvation Army Walled Lake,Perspective Drawing,$0.27 ,,,,,($0.27),
,,,$13.39 ,$26.06 ,$33.75 ,$3.76 ,$28.55 ,$14.11 ,
5-Oct-10,Salvation Army White Lake,Budgeting for Infertility,$0.35 ,,,,,($0.35),
5-Oct-10,Salvation Army White Lake,Lord Wraybourne’s Betrothed,$0.35 ,,,,,($0.35),
5-Oct-10,Salvation Army White Lake,Who Killed Art Deco?,$0.35 ,,,,,($0.35),
5-Oct-10,Salvation Army White Lake,Open Secret,$0.35 ,,,,,($0.35),
5-Oct-10,Salvation Army White Lake,Blue Sky July,$0.35 ,,,,,($0.35),
5-Oct-10,Salvation Army White Lake,"You Buy the Peanut Butter, I’ll Get the Bread",$0.35 ,,,,,($0.35),
5-Oct-10,Salvation Army White Lake,All the Lovely Bad Ones,$0.35 ,,,,,($0.35),
5-Oct-10,Salvation Army White Lake,The Voyage of the Dawn Treader,$0.35 ,,,,,($0.35),
5-Oct-10,Salvation Army White Lake,The Silver Chair,$0.35 ,,,,,($0.35),
5-Oct-10,Salvation Army White Lake,The Magician's Nephew,$0.35 ,,,,,($0.35),
,,,$3.53 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,($3.53),
7-Oct-10,Salvation Army Walled Lake,Physics Volume 3 ,$0.20 ,,,,,($0.20),Not Listed yet
7-Oct-10,Salvation Army Walled Lake,Prescription for the Boards USMLE Step 2,$0.20 ,,,,,($0.20),
7-Oct-10,Salvation Army Walled Lake,Teachers Organizing for Change,$0.20 ,,,,,($0.20),
7-Oct-10,Salvation Army Walled Lake,Learning Pearl,$0.20 ,,,,,($0.20),
7-Oct-10,Salvation Army Walled Lake,Hooking Up,$0.20 ,,,,,($0.20),
7-Oct-10,Salvation Army Walled Lake,The Office of Desire,$0.20 ,,,,,($0.20),
7-Oct-10,Salvation Army Walled Lake,The Expectant Father,$0.20 ,,,,,($0.20),
7-Oct-10,Salvation Army Walled Lake,The Spiritual Science of Kriya Yoga,$0.20 ,,,,,($0.20),
7-Oct-10,Salvation Army Walled Lake,Family First by Dr. Phil,$0.20 ,,,,,($0.20),
7-Oct-10,Salvation Army Walled Lake,The Nanny Diaries,$0.20 ,,,,,($0.20),
7-Oct-10,Salvation Army Walled Lake,Revolution in World Missions,$0.20 ,,,,,($0.20),
7-Oct-10,Salvation Army Walled Lake,Central Park,$0.20 ,,,,,($0.20),
7-Oct-10,Salvation Army Walled Lake,Grosse Pointe Girl,$0.20 ,,,,,($0.20),
